0 494,65 -5
6478 624,89 14,3833333333333
6479 624,72 11,3
6480 624,55 16,2
6481 624,39 10,6333333333333
6482 624,22 11,2166666666667
6483 624,05 9,78333333333333
6484 623,88 14,7666666666667
6485 623,71 14,3166666666667
6486 623,54 16,3833333333333
6487 623,38 16,2166666666667
6488 623,21 14,5166666666667
6489 623,04 15,6833333333333
6490 622,87 18,3
6491 622,7 12,6166666666667
6492 622,54 12,4333333333333
6493 622,37 11,3333333333333
6494 622,2 13,5333333333333
6495 622,03 8,03333333333333
6496 621,86 8,5
6497 621,69 13,5833333333333
6498 621,53 7,36666666666667
6499 621,36 9,2
6500 621,19 13,0333333333333
6501 621,02 8,13333333333333
6502 620,85 10,4
6503 620,69 8,36666666666665
6504 620,52 12,2333333333333
6505 620,35 8,08333333333334
6506 620,18 6,93333333333334
6507 620,01 4,88333333333333
6508 619,84 7,65000000000001
6509 619,68 8,59999999999999
6510 619,51 9,69999999999999
6511 619,34 5
6512 619,17 9,5
6513 619 10,1333333333333
6514 618,84 12,6333333333333
6515 618,67 8,2
6516 618,5 16,1
6517 618,33 7,81666666666668
6518 618,16 8,33333333333334
6519 617,99 6,40000000000001
6520 617,83 9,98333333333333
6521 617,66 8,11666666666667
6522 617,49 10,85
6523 617,32 8,51666666666667
6524 617,15 9,16666666666667
6525 616,99 10,3166666666667
6526 616,82 11,4
6527 616,65 14,05
6528 616,48 13,7166666666667
6529 616,31 17,7
6530 616,14 27,9333333333333
6531 615,98 16,6
6532 615,81 11,9333333333333
6533 615,64 10,5166666666667
6534 615,47 11,55
6535 615,3 6,25
6536 615,14 9,58333333333333
6537 614,97 11,7666666666667
6538 614,8 5,48333333333335
6539 614,63 5,63333333333333
6540 614,46 11,2833333333333
6541 614,3 6,23333333333335
6542 614,13 12,6666666666667
6543 613,96 9,68333333333334
6544 613,79 6,51666666666667
6545 613,62 6,71666666666667
6546 613,45 6,13333333333333
6547 613,29 8,81666666666666
6548 613,12 12,3
6549 612,95 11,2333333333333
6550 612,78 10,2333333333333
6551 612,61 8,68333333333334
6552 612,45 11,5
6553 612,28 8,23333333333333
6554 612,11 10,2166666666667
6555 611,94 5,65000000000001
6556 611,77 8,75
6557 611,6 10,0666666666667
6558 611,44 7,3
6559 611,27 6,30000000000001
6560 611,1 8,5
6561 610,93 8,40000000000001
6562 610,76 10,3
6563 610,6 6,48333333333333
6564 610,43 8,71666666666665
6565 610,26 8,2
6566 610,09 9,31666666666668
6567 609,92 7,75
6568 609,75 8,11666666666667
6569 609,59 5,28333333333333
6570 609,42 6,73333333333333
6571 609,25 6,28333333333335
6572 609,08 6,45
6573 608,91 5,25
6574 608,75 8,51666666666667
6575 608,58 6,33333333333334
6576 608,41 9,98333333333335
6577 608,24 15,2166666666667
6578 608,07 10,1666666666667
6579 607,9 10,9666666666667
6580 607,74 10,4666666666667
6581 607,57 12,2
6582 607,4 18,9166666666667
6583 607,23 13,9166666666667
6584 607,06 17,65
6585 606,9 17,8
6586 606,73 23,65
6587 606,56 24,6166666666667
6588 606,39 20,75
6589 606,22 16,8
6590 606,05 21,0833333333333
6591 605,89 18,6333333333333
6592 605,72 18,2333333333333
6593 605,55 14,6333333333333
6594 605,38 16,8833333333333
6595 605,21 16,15
6596 605,05 24,3833333333333
6597 604,88 23,6
6598 604,71 20,5833333333333
6599 604,54 20,3333333333333
6600 604,37 26,2333333333333
6601 604,2 14,15
6602 604,04 22,8333333333333
6603 603,87 13,3833333333333
6604 603,7 17,8833333333333
6605 603,53 10,85
6606 603,36 20,0333333333333
6607 603,2 17,6
6608 603,03 15,75
6609 602,86 12,2666666666667
6610 602,69 12,9166666666667
6611 602,52 11,1333333333333
6612 602,35 17,8333333333333
6613 602,19 10,1833333333333
6614 602,02 20,2
6615 601,85 17,1333333333333
6616 601,68 22,1333333333333
6617 601,51 16,9166666666667
6618 601,35 18,0333333333333
6619 601,18 18,2333333333333
6620 601,01 18,1166666666666
6621 600,84 16,6166666666667
6622 600,67 21,5666666666667
6623 600,5 16,4333333333333
6624 600,34 22,55
6625 600,17 18,15
6626 600 17,2666666666667
6627 599,83 9,09999999999999
6628 599,66 13
6629 599,5 18,9833333333333
6630 599,33 19,4166666666667
6631 599,16 14,55
6632 598,99 18,25
6633 598,82 12,4
6634 598,65 21,2166666666667
6635 598,49 10,6833333333333
6636 598,32 15,0333333333333
6637 598,15 15,5833333333333
6638 597,98 10,9666666666667
6639 597,81 8,31666666666668
6640 597,65 9,86666666666667
6641 597,48 5,55000000000001
6642 597,31 11,9833333333333
6643 597,14 5,73333333333333
6644 596,97 9
6645 596,8 3,19999999999999
6646 596,64 9,91666666666667
6647 596,47 10,9
6648 596,3 9,8
6649 596,13 10,3
6650 595,96 13,6333333333333
6651 595,8 15,9166666666667
6652 595,63 20,5666666666667
6653 595,46 20,4166666666667
6654 595,29 15,0166666666667
6655 595,12 18,5833333333333
6656 594,95 20,8
6657 594,79 14,5833333333333
6658 594,62 11,6166666666667
6659 594,45 13,3666666666667
6660 594,28 13,35
6661 594,11 13,6333333333333
6662 593,95 20,6666666666667
6663 593,78 15,7166666666667
6664 593,61 16,8333333333333
6665 593,44 19,35
6666 593,27 15,5
6667 593,1 15,8333333333333
6668 592,94 16,0666666666667
6669 592,77 12,95
6670 592,6 17,2166666666667
6671 592,43 13,25
6672 592,26 12,5833333333333
6673 592,1 7,71666666666665
6674 591,93 11,3666666666667
6675 591,76 10,6666666666667
6676 591,59 9,84999999999999
6677 591,42 5,96666666666667
6678 591,25 16,9833333333333
6679 591,09 19,85
6680 590,92 24,4333333333333
6681 590,75 16,5666666666667
6682 590,58 14,65
6683 590,41 15,8666666666667
6684 590,25 21,7166666666667
6685 590,08 17,8666666666666
6686 589,91 22,55
6687 589,74 16,6
6688 589,57 20,35
6689 589,41 18,1666666666667
6690 589,24 21,05
6691 589,07 13,1
6692 588,9 16,25
6693 588,73 11,25
6694 588,56 20,45
6695 588,4 19,95
6696 588,23 16,5666666666667
6697 588,06 12,9833333333333
6698 587,89 15,1166666666666
6699 587,72 10,6833333333333
6700 587,56 20,6666666666667
6701 587,39 14,4833333333333
6702 587,22 9,84999999999999
6703 587,05 14,3
6704 586,88 12,2333333333333
6705 586,71 11,6833333333333
6706 586,55 9,81666666666668
6707 586,38 7
6708 586,21 11,8833333333333
6709 586,04 9,48333333333333
6710 585,87 20,1166666666667
6711 585,71 16,4666666666667
6712 585,54 13,3666666666667
6713 585,37 15,8
6714 585,2 19,1666666666667
6715 585,03 16,3833333333333
6716 584,86 14,7333333333333
6717 584,7 18,4833333333333
6718 584,53 21,55
6719 584,36 17,0833333333333
6720 584,19 12,0166666666667
6721 584,02 12,3666666666667
6722 583,86 21,6
6723 583,69 16,2833333333333
6724 583,52 17,8
6725 583,35 16,8333333333333
6726 583,18 19,9833333333333
6727 583,01 15,35
6728 582,85 18,6666666666667
6729 582,68 14,1833333333333
6730 582,51 15,5833333333333
6731 582,34 15,4
6732 582,17 14,55
6733 582,01 6,45
6734 581,84 19,4166666666667
6735 581,67 13,2666666666667
6736 581,5 12,3166666666667
6737 581,33 8,36666666666667
6738 581,16 12,7
6739 581 14,9
6740 580,83 21
6741 580,66 19,95
6742 580,49 18,1333333333333
6743 580,32 13,7
6744 580,16 23,5
6745 579,99 22,4666666666667
6746 579,82 18,9333333333333
6747 579,65 18,3
6748 579,48 24,6333333333333
6749 579,31 21,1833333333333
6750 579,15 20,3166666666667
6751 578,98 13,4666666666667
6752 578,81 19,5166666666667
6753 578,64 14,3666666666666
6754 578,47 21,25
6755 578,31 17,6166666666667
6756 578,14 21,7666666666667
6757 577,97 13,8
6758 577,8 19,2666666666667
6759 577,63 15,65
6760 577,46 18,0833333333333
6761 577,3 11,9833333333333
6762 577,13 12,4833333333333
6763 576,96 8,63333333333333
6764 576,79 17,4666666666667
6765 576,62 4,88333333333333
6766 576,45 10,3666666666667
6767 576,29 7,19999999999999
6768 576,12 13,65
6769 575,95 11,75
6770 575,78 14,25
6771 575,61 12,4666666666667
6772 575,44 12,0666666666667
6773 575,27 10,2
6774 575,11 11,3333333333333
6775 574,94 13,7
6776 574,77 18,8666666666667
6777 574,6 9,76666666666667
6778 574,43 7,28333333333333
6779 574,26 8,90000000000001
6780 574,09 13,2
6781 573,92 12,25
6782 573,76 12,25
6783 573,59 12,5
6784 573,42 10,5833333333333
6785 573,25 9,59999999999999
6786 573,08 12,0833333333333
6787 572,91 11,5
6788 572,74 11,15
6789 572,58 7,21666666666665
6790 572,41 10,5333333333333
6791 572,24 3,81666666666668
6792 572,07 9,86666666666665
6793 571,9 3,66666666666666
6794 571,73 2,8
6795 571,56 7,3
6796 571,4 5,51666666666665
6797 571,23 5,5
6798 571,06 4,93333333333332
6799 570,89 2,69999999999999
6800 570,72 5,40000000000001
6801 570,55 4,88333333333333
6802 570,38 -0,650000000000006
6803 570,21 1,58333333333333
6804 570,05 -0,400000000000006
6805 569,88 -1,88333333333335
6806 569,71 3,5
6807 569,54 1,23333333333333
6808 569,37 -0,166666666666671
6809 569,2 -1,83333333333333
6810 569,03 2,26666666666667
6811 568,87 1,84999999999999
6812 568,7 -0,866666666666674
6813 568,53 3,71666666666667
6814 568,36 4,28333333333333
6815 568,19 -0,0833333333333286
6816 568,02 2,71666666666667
6817 567,85 4,81666666666668
6818 567,69 -0,700000000000003
6819 567,52 1,56666666666668
6820 567,35 0,0666666666666771
6821 567,18 0,133333333333326
6822 567,01 -0,216666666666669
6823 566,84 2,98333333333333
6824 566,67 -0,483333333333348
6825 566,5 -0,383333333333326
6826 566,34 -2
6827 566,17 -2,90000000000001
6828 566 0,25
6829 565,83 -2,36666666666667
6830 565,66 0,700000000000003
6831 565,49 0,849999999999994
6832 565,32 0,383333333333326
6833 565,16 -1,48333333333335
6834 564,99 -1,33333333333333
6835 564,82 -7,96666666666667
6836 564,65 0,549999999999997
6837 564,48 -2
6838 564,31 -2,08333333333333
6839 564,14 -1,81666666666668
6840 563,98 -2,01666666666667
6841 563,81 -3,59999999999999
6842 563,64 -3,3
6843 563,47 -4,36666666666667
6844 563,3 -1,69999999999999
6845 563,13 -0,433333333333323
6846 562,96 -1,84999999999999
6847 562,79 -3,06666666666668
6848 562,63 -2,33333333333333
6849 562,46 -1,40000000000001
6850 562,29 -1,84999999999999
6851 562,12 -4,18333333333334
6852 561,95 0,550000000000011
6853 561,78 -0,349999999999994
6854 561,61 2,34999999999999
6855 561,45 5,11666666666665
6856 561,28 1,56666666666666
6857 561,11 -0,966666666666669
6858 560,94 1,11666666666667
6859 560,77 1,90000000000001
6860 560,6 1,18333333333332
6861 560,43 -1,43333333333332
6862 560,27 4,3
6863 560,1 4,05
6864 559,93 0,966666666666669
6865 559,76 1,65000000000001
6866 559,59 1,95
6867 559,42 1,91666666666666
6868 559,25 -0,25
6869 559,08 -0,0333333333333314
6870 558,92 1,65000000000001
6871 558,75 1,81666666666666
6872 558,58 1,51666666666667
6873 558,41 -1,73333333333333
6874 558,24 1,76666666666667
6875 558,07 0,683333333333323
6876 557,9 1,48333333333335
6877 557,74 -0,366666666666646
6878 557,57 -1,55
6879 557,4 -2,01666666666667
6880 557,23 1,69999999999999
6881 557,06 -3,78333333333333
6882 556,89 1,46666666666667
6883 556,72 3,18333333333334
6884 556,56 0,0499999999999972
6885 556,39 -5,73333333333333
6886 556,22 0,316666666666677
6887 556,05 -0,550000000000011
6888 555,88 -3,21666666666667
6889 555,71 -0,516666666666666
6890 555,54 -1,15000000000001
6891 555,37 -0,183333333333323
6892 555,21 0,25
6893 555,04 0,200000000000003
6894 554,87 0,733333333333334
6895 554,7 2,53333333333333
6896 554,53 -0,700000000000003
6897 554,36 -0,349999999999994
6898 554,19 0,883333333333354
6899 554,03 -0,0833333333333286
6900 553,86 0,716666666666669
6901 553,69 -0,75
6902 553,52 0,766666666666666
6903 553,35 -0,88333333333334
6904 553,18 -0,633333333333326
6905 553,01 -3,68333333333332
6906 552,85 -1,16666666666667
6907 552,68 -1,51666666666665
6908 552,51 -0,583333333333343
6909 552,34 -1,59999999999999
6910 552,17 1,05
6911 552 -0,799999999999997
6912 551,83 -0,716666666666669
6913 551,66 2,56666666666668
6914 551,5 0,633333333333326
6915 551,33 -0,549999999999997
6916 551,16 1,38333333333333
6917 550,99 -1,7
6918 550,82 -2,68333333333332
6919 550,65 -3,65000000000001
6920 550,48 0,883333333333354
6921 550,32 1,83333333333333
6922 550,15 0,299999999999997
6923 549,98 1,84999999999999
6924 549,81 3,36666666666667
6925 549,64 -2,33333333333333
6926 549,47 -0,183333333333323
6927 549,3 0,266666666666666
6928 549,14 0,533333333333331
6929 548,97 3,3
6930 548,8 -1,58333333333333
6931 548,63 1,93333333333332
6932 548,46 -2,58333333333333
6933 548,29 2,40000000000001
6934 548,12 -0,700000000000003
6935 547,95 1,8
6936 547,79 2,44999999999999
6937 547,62 2,96666666666667
6938 547,45 0,583333333333329
6939 547,28 0,616666666666674
6940 547,11 -1
6941 546,94 -0,900000000000006
6942 546,77 -1,93333333333334
6943 546,61 1,58333333333333
6944 546,44 -0,533333333333331
6945 546,27 1,51666666666667
6946 546,1 0,616666666666674
6947 545,93 -0,75
6948 545,76 3,34999999999999
6949 545,59 0,316666666666663
6950 545,43 -3,36666666666667
6951 545,26 -4,06666666666668
6952 545,09 1,31666666666668
6953 544,92 1,78333333333333
6954 544,75 3,8
6955 544,58 1,68333333333334
6956 544,41 0,599999999999994
6957 544,25 0,683333333333323
6958 544,08 2,55
6959 543,91 1,11666666666665
6960 543,74 3,03333333333333
6961 543,57 0,316666666666663
6962 543,4 -0,549999999999997
6963 543,23 -0,133333333333326
6964 543,06 -1,75
6965 542,9 0,483333333333334
6966 542,73 1,41666666666666
6967 542,56 -0,150000000000006
6968 542,39 -4,78333333333333
6969 542,22 3,76666666666665
6970 542,05 1,51666666666667
6971 541,88 -1,41666666666667
6972 541,72 2,73333333333335
6973 541,55 2,71666666666667
6974 541,38 1,26666666666667
6975 541,21 0,75
6976 541,04 0,566666666666677
6977 540,87 2,16666666666667
6978 540,7 3,83333333333333
6979 540,54 -0,233333333333334
6980 540,37 2,43333333333332
6981 540,2 -2,36666666666665
6982 540,03 1,25
6983 539,86 2,96666666666667
6984 539,69 2,65000000000001
6985 539,52 -1,15000000000001
6986 539,35 3,13333333333333
6987 539,19 3,01666666666667
6988 539,02 -0,983333333333334
6989 538,85 1,45
6990 538,68 3,09999999999999
6991 538,51 0,616666666666674
6992 538,34 -1,80000000000001
6993 538,17 0,0833333333333286
6994 538,01 -1,48333333333333
6995 537,84 -1,88333333333333
6996 537,67 3,03333333333333
6997 537,5 2,8
6998 537,33 1,51666666666667
6999 537,16 3,68333333333332
7000 536,99 0,783333333333331
7001 536,83 -3,95
7002 536,66 2,59999999999999
7003 536,49 0,550000000000011
7004 536,32 4,11666666666667
7005 536,15 4
7006 535,98 0,566666666666677
7007 535,81 3,30000000000001
7008 535,64 -1,13333333333335
7009 535,48 2,26666666666665
7010 535,31 2,83333333333333
7011 535,14 -1,55000000000001
7012 534,97 -2,48333333333333
7013 534,8 3,11666666666665
7014 534,63 2,59999999999999
7015 534,46 0,216666666666669
7016 534,3 -6,11666666666667
7017 534,13 -3,83333333333333
7018 533,96 -1,48333333333333
7019 533,79 -3,13333333333333
7020 533,62 -2,26666666666667
7021 533,45 -0,0166666666666657
7022 533,28 0,0333333333333314
7023 533,12 -1,66666666666667
7024 532,95 -0,416666666666657
7025 532,78 2,71666666666667
7026 532,61 -2,45
7027 532,44 -3,46666666666667
7028 532,27 -0,799999999999997
7029 532,1 -2,48333333333333
7030 531,93 -4,03333333333333
7031 531,77 -3,55
7032 531,6 -2,51666666666665
7033 531,43 -3,09999999999999
7034 531,26 -3,06666666666668
7035 531,09 -4,83333333333333
7036 530,92 -4,94999999999999
7037 530,75 -3,13333333333335
7038 530,59 -4,75
7039 530,42 -3,09999999999999
7040 530,25 -3,13333333333335
7041 530,08 -2,66666666666666
7042 529,91 -4,81666666666668
7043 529,74 -4,48333333333333
7044 529,57 -4,86666666666667
7045 529,41 0,733333333333348
7046 529,24 -3,5
7047 529,07 -4,78333333333333
7048 528,9 -1,81666666666668
7049 528,73 -6,18333333333332
7050 528,56 -1,06666666666666
7051 528,39 -1,33333333333333
7052 528,22 -3,53333333333333
7053 528,06 -0,583333333333329
7054 527,89 -2,25
7055 527,72 -8,43333333333332
7056 527,55 -2,90000000000001
7057 527,38 -4,61666666666667
7058 527,21 1,88333333333333
7059 527,04 -3,78333333333333
7060 526,88 -3,76666666666667
7061 526,71 -0,633333333333326
7062 526,54 -2,15000000000001
7063 526,37 -4,21666666666667
7064 526,2 -2,46666666666667
7065 526,03 1,30000000000001
7066 525,86 -2,8
7067 525,7 -3,16666666666667
7068 525,53 -2,56666666666668
7069 525,36 -4,36666666666667
7070 525,19 -1,8
7071 525,02 -4,11666666666666
7072 524,85 -1
7073 524,68 -3,13333333333333
7074 524,51 -4,81666666666668
7075 524,35 -1,68333333333332
7076 524,18 -2,43333333333332
7077 524,01 -2,01666666666667
7078 523,84 -1,34999999999999
7079 523,67 -4,38333333333333
7080 523,5 -1,08333333333333
7081 523,33 -2,26666666666667
7082 523,17 -0,849999999999994
7083 523 -4,88333333333333
7084 522,83 0,633333333333326
7085 522,66 -3,73333333333333
7086 522,49 -4,13333333333333
7087 522,32 -1,65000000000001
7088 522,15 -4,86666666666667
7089 521,99 -5,08333333333333
7090 521,82 0,783333333333331
7091 521,65 0,883333333333326
7092 521,48 -3,68333333333334
7093 521,31 -5,18333333333332
7094 521,14 -0,0333333333333314
7095 520,97 -3,31666666666666
7096 520,8 -2,86666666666667
7097 520,64 -2,01666666666667
7098 520,47 2,16666666666667
7099 520,3 1,08333333333333
7100 520,13 1,31666666666668
7101 519,96 4,36666666666667
7102 519,79 5,18333333333332
7103 519,62 3,45
7104 519,46 4,06666666666668
7105 519,29 2,96666666666667
7106 519,12 7,46666666666667
7107 518,95 2,68333333333332
7108 518,78 2,46666666666667
7109 518,61 4,58333333333334
7110 518,44 1,58333333333333
7111 518,28 0,983333333333348
7112 518,11 2,44999999999999
7113 517,94 2,31666666666666
7114 517,77 2,43333333333332
7115 517,6 -1,18333333333332
7116 517,43 3,96666666666667
7117 517,26 -0,233333333333348
7118 517,09 2,26666666666667
7119 516,93 0,650000000000006
7120 516,76 -1,93333333333332
7121 516,59 0,299999999999997
7122 516,42 -0,150000000000006
7123 516,25 -3,25
7124 516,08 2,65000000000001
7125 515,91 1,09999999999999
7126 515,75 0,133333333333326
7127 515,58 -0,216666666666669
7128 515,41 1
7129 515,24 0,633333333333326
7130 515,07 0,75
7131 514,9 -3,56666666666668
7132 514,73 2,53333333333333
7133 514,57 -1,01666666666667
7134 514,4 -0,866666666666674
7135 514,23 -1,98333333333335
7136 514,06 -1,90000000000001
7137 513,89 -0,150000000000006
7138 513,72 0,983333333333334
7139 513,55 -2,36666666666667
7140 513,39 -1,93333333333332
7141 513,22 -0,416666666666671
7142 513,05 -5,46666666666667
7143 512,88 -4,58333333333333
7144 512,71 -3,08333333333334
7145 512,54 -7,03333333333333
7146 512,37 -3,08333333333333
7147 512,2 -0,516666666666666
7148 512,04 -4,31666666666668
7149 511,87 -4,34999999999999
7150 511,7 -2,95
7151 511,53 -4,25
7152 511,36 -7,56666666666668
7153 511,19 -4,48333333333333
7154 511,02 -4,91666666666667
7155 510,86 -1,95
7156 510,69 -2,25
7157 510,52 -2,65000000000001
7158 510,35 -6,7
7159 510,18 -1,65000000000001
7160 510,01 -4,48333333333333
7161 509,84 -2,38333333333335
7162 509,68 -1,43333333333332
7163 509,51 -1,88333333333333
7164 509,34 -2,03333333333333
7165 509,17 -0,933333333333337
7166 509 -1,34999999999999
7167 508,83 1,11666666666667
7168 508,66 -2,36666666666667
7169 508,49 -2,31666666666666
7170 508,33 0,333333333333329
7171 508,16 -0,116666666666674
7172 507,99 -1,06666666666668
7173 507,82 -2,84999999999999
7174 507,65 -2,28333333333333
7175 507,48 -2,40000000000001
7176 507,31 -0,933333333333337
7177 507,15 -2,09999999999999
7178 506,98 -3,80000000000001
7179 506,81 -2,90000000000001
7180 506,64 -2,94999999999999
7181 506,47 -0,716666666666669
7182 506,3 -4,18333333333332
7183 506,13 -0,666666666666671
7184 505,97 -3,15000000000001
